STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,FTPT,Full time/part time,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2021,,265,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2016,,325,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2018,,417,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2021,,244,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2016,,9952,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2018,,12446,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2021,,12596,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2016,,7314,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2018,,8469,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2021,,7621,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2016,,2638,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2018,,3976,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2021,,4974,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2016,,1506,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2018,,1721,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2021,,1934,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2016,,1169,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2018,,1271,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2021,,1257,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2016,,337,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2018,,450,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2021,,677,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2016,,7273,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2018,,9191,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2021,,8795,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2016,,5433,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2018,,6267,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2021,,5525,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2016,,1840,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2018,,2923,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2021,,3270,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2016,,849,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2018,,1066,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2021,,1312,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2016,,554,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2018,,628,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2021,,619,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2016,,295,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2018,,438,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2021,,692,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2016,,324,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2018,,467,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2021,,553,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2016,,158,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2018,,302,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2021,,219,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2016,,166,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2018,,164,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TO,Tonga,EMPLOYEDAF,Number of employed persons,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2021,,333,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2015,,2801,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2015,,2014,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2015,,787,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2015,,350,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2015,,241,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2015,,108,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2015,,2156,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2015,,1580,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2015,,576,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2015,,248,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2015,,161,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2015,,86,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2015,,47,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2015,,31,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2015,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2015,,1760,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2015,,1293,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2015,,466,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2015,,223,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2015,,154,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2015,,69,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2015,,1346,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2015,,1008,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2015,,337,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2015,,148,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2015,,105,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2015,,41,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2015,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2015,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2015,,1041,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2015,,720,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2015,,320,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2015,,126,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2015,,87,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2015,,39,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2015,,809,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2015,,571,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2015,,238,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2015,,99,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2015,,55,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,TV,Tuvalu,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2015,,43,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,VU,Vanuatu,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2019,,84859,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,VU,Vanuatu,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2019,,57528,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,VU,Vanuatu,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2019,,27331,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,VU,Vanuatu,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2019,,12794,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,VU,Vanuatu,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2019,,8058,,N,units,,,,,,,,,,
